efSearch,search_time,accuracy
10,0.0006701946258544922,0.8
10,0.0006132125854492188,1.0
10,0.0006587505340576172,1.0
10,0.0007278919219970703,1.0
10,0.0005273818969726562,1.0
10,0.0006175041198730469,1.0
20,0.0009136199951171875,1.0
20,0.0008358955383300781,1.0
20,0.000659942626953125,1.0
20,0.0008721351623535156,0.8
20,0.0006728172302246094,1.0
20,0.0017142295837402344,1.0
20,0.0007984638214111328,1.0
20,0.0007798671722412109,0.0
20,0.000904083251953125,1.0
20,0.0011894702911376953,0.4
20,0.0008704662322998047,0.8
20,0.0007882118225097656,0.0
20,0.0010194778442382812,1.0
20,0.0007770061492919922,1.0
20,0.0010819435119628906,0.0
20,0.0013051033020019531,0.8
20,0.0009219646453857422,1.0
20,0.0007898807525634766,1.0
20,0.0009589195251464844,1.0
20,0.0008561611175537109,1.0
20,0.0008783340454101562,1.0
20,0.0007543563842773438,1.0
20,0.000823974609375,1.0
20,0.0011715888977050781,1.0
20,0.0011909008026123047,0.6
20,0.0007181167602539062,1.0
20,0.0007495880126953125,0.2
20,0.0008537769317626953,1.0
20,0.0009095668792724609,1.0
20,0.0010983943939208984,1.0
20,0.001094818115234375,1.0
20,0.0007970333099365234,1.0
20,0.000675201416015625,1.0
20,0.0007004737854003906,0.4
20,0.0008187294006347656,1.0
20,0.0008134841918945312,1.0
20,0.0007889270782470703,1.0
20,0.0008797645568847656,1.0
20,0.0008630752563476562,1.0
20,0.0008804798126220703,1.0
20,0.0006387233734130859,1.0
20,0.000823974609375,1.0
20,0.0008845329284667969,1.0
20,0.0007824897766113281,0.2
20,0.0006587505340576172,1.0
20,0.0012390613555908203,0.0
20,0.0008060932159423828,1.0
20,0.0008358955383300781,1.0
20,0.0008902549743652344,1.0
20,0.0007328987121582031,0.8
20,0.0007112026214599609,1.0
20,0.0007171630859375,1.0
20,0.0007913112640380859,1.0
20,0.0008587837219238281,0.8
20,0.0007328987121582031,1.0
20,0.0009181499481201172,1.0
20,0.0007877349853515625,1.0
20,0.0008840560913085938,1.0
20,0.0011012554168701172,1.0
20,0.0008504390716552734,1.0
20,0.0007724761962890625,1.0
20,0.0007851123809814453,1.0
20,0.0009148120880126953,1.0
20,0.0008575916290283203,0.6
20,0.0006406307220458984,1.0
20,0.0007789134979248047,1.0
20,0.0008058547973632812,0.8
20,0.0006844997406005859,0.0
20,0.0011601448059082031,0.6
20,0.0011818408966064453,1.0
20,0.0008177757263183594,1.0
20,0.0008692741394042969,1.0
20,0.0008208751678466797,1.0
20,0.0008378028869628906,1.0
20,0.0007843971252441406,1.0
20,0.0008594989776611328,1.0
20,0.0007183551788330078,1.0
20,0.0006618499755859375,0.8
20,0.0007646083831787109,1.0
20,0.0007665157318115234,1.0
20,0.0007693767547607422,1.0
20,0.0008976459503173828,1.0
20,0.0011093616485595703,0.8
20,0.0011897087097167969,1.0
20,0.0007414817810058594,1.0
20,0.0012149810791015625,1.0
20,0.0007271766662597656,1.0
20,0.0007386207580566406,1.0
20,0.0009763240814208984,0.8
20,0.0009884834289550781,0.0
20,0.0015797615051269531,1.0
20,0.0009129047393798828,0.0
20,0.0006906986236572266,1.0
20,0.0006546974182128906,0.8
20,0.0008499622344970703,1.0
20,0.0006387233734130859,1.0
20,0.0009431838989257812,1.0
20,0.000682830810546875,1.0
20,0.0007741451263427734,1.0
20,0.0007557868957519531,1.0
20,0.0008985996246337891,1.0
20,0.0008406639099121094,1.0
20,0.0008411407470703125,1.0
20,0.0009698867797851562,1.0
20,0.0007493495941162109,1.0
20,0.000743865966796875,1.0
20,0.0012083053588867188,1.0
20,0.0009219646453857422,1.0
20,0.0007779598236083984,1.0
20,0.0007493495941162109,1.0
20,0.0012006759643554688,0.4
20,0.0019643306732177734,0.8
20,0.0007801055908203125,1.0
20,0.0009119510650634766,1.0
20,0.0009570121765136719,1.0
20,0.0009112358093261719,1.0
20,0.0006902217864990234,1.0
20,0.0008962154388427734,1.0
20,0.0011186599731445312,0.8
20,0.0008003711700439453,1.0
20,0.000982522964477539,1.0
20,0.0008871555328369141,1.0
20,0.0006623268127441406,1.0
20,0.0014619827270507812,0.6
20,0.0019969940185546875,1.0
20,0.0009429454803466797,1.0
20,0.0008413791656494141,1.0
20,0.0009093284606933594,1.0
20,0.0007147789001464844,1.0
20,0.0012502670288085938,0.0
20,0.0008714199066162109,0.0
20,0.0007085800170898438,1.0
20,0.0008749961853027344,1.0
20,0.0007519721984863281,1.0
20,0.0007741451263427734,0.2
20,0.0011386871337890625,0.0
20,0.0006229877471923828,1.0
20,0.0008451938629150391,1.0
20,0.0009710788726806641,0.8
20,0.0008454322814941406,1.0
20,0.0008730888366699219,1.0
20,0.0009253025054931641,1.0
20,0.0009481906890869141,1.0
20,0.000652313232421875,1.0
20,0.0007486343383789062,1.0
20,0.0011985301971435547,1.0
20,0.00084686279296875,1.0
20,0.0015032291412353516,0.8
20,0.0007221698760986328,1.0
20,0.0009057521820068359,0.6
20,0.0008001327514648438,1.0
20,0.0007157325744628906,1.0
20,0.0008418560028076172,1.0
20,0.0008914470672607422,1.0
20,0.0006418228149414062,1.0
20,0.0007691383361816406,1.0
20,0.0008227825164794922,1.0
20,0.0007586479187011719,1.0
20,0.0009572505950927734,0.0
